"","host_gene_id","host_gene_name","mirna_id","mirna_name","host_gene_stable_id","id"
"388","ENSMUSG00000033209.17","Ttc28","ENSMUSG00000076163.1","Mir701","ENSMUSG00000033209","Ttc28 (Mir701)"
"389","ENSMUSG00000029577.13","Ube3b","ENSMUSG00000098731.1","Mir7027","ENSMUSG00000029577","Ube3b (Mir7027)"
"390","ENSMUSG00000002486.15","Tchp","ENSMUSG00000098656.1","Mir7028","ENSMUSG00000002486","Tchp (Mir7028)"
"391","ENSMUSG00000041638.18","Gcn1l1","ENSMUSG00000099047.1","Mir7029","ENSMUSG00000041638","Gcn1l1 (Mir7029)"
"392","ENSMUSG00000029518.15","Rab35","ENSMUSG00000099254.1","Mir7030","ENSMUSG00000029518","Rab35 (Mir7030)"
"393","ENSMUSG00000042594.16","Sh2b3","ENSMUSG00000099063.1","Mir7031","ENSMUSG00000042594","Sh2b3 (Mir7031)"
"394","ENSMUSG00000029468.17","P2rx7","ENSMUSG00000099324.1","Mir8115","ENSMUSG00000029468","P2rx7 (Mir8115)"
"395","ENSMUSG00000029433.16","Diablo","ENSMUSG00000098951.1","Mir7647","ENSMUSG00000029433","Diablo (Mir7647)"
"396","ENSMUSG00000114278.2","Gm49027","ENSMUSG00000098951.1","Mir7647","ENSMUSG00000114278","Gm49027 (Mir7647)"
"397","ENSMUSG00000000915.15","Hip1r","ENSMUSG00000098454.1","Mir7032","ENSMUSG00000000915","Hip1r (Mir7032)"
"398","ENSMUSG00000038095.15","Sbno1","ENSMUSG00000099144.1","Gm27486","ENSMUSG00000038095","Sbno1 (Gm27486)"
"399","ENSMUSG00000029482.4","Aacs","ENSMUSG00000098350.1","Gm27551","ENSMUSG00000029482","Aacs (Gm27551)"
"400","ENSMUSG00000002748.7","Baz1b","ENSMUSG00000080473.1","Gm25315","ENSMUSG00000002748","Baz1b (Gm25315)"
"401","ENSMUSG00000053293.9","Pom121","ENSMUSG00000099212.1","Mir7033","ENSMUSG00000053293","Pom121 (Mir7033)"
"402","ENSMUSG00000039886.8","Tmem120a","ENSMUSG00000099197.1","Mir7034","ENSMUSG00000039886","Tmem120a (Mir7034)"
"403","ENSMUSG00000004952.13","Rasa4","ENSMUSG00000099003.1","Mir7035","ENSMUSG00000004952","Rasa4 (Mir7035)"
"404","ENSMUSG00000029705.17","Cux1","ENSMUSG00000106479.1","Mir721","ENSMUSG00000029705","Cux1 (Mir721)"
"405","ENSMUSG00000004846.10","Plod3","ENSMUSG00000076240.1","Mir702","ENSMUSG00000004846","Plod3 (Mir702)"
"406","ENSMUSG00000023328.14","Ache","ENSMUSG00000099145.1","Mir8116","ENSMUSG00000023328","Ache (Mir8116)"
"407","ENSMUSG00000037364.12","Srrt","ENSMUSG00000098624.1","Mir7036","ENSMUSG00000037364","Srrt (Mir7036)"
"408","ENSMUSG00000029711.13","Epo","ENSMUSG00000098597.1","Mir6418","ENSMUSG00000029711","Epo (Mir6418)"
"409","ENSMUSG00000029713.15","Gnb2","ENSMUSG00000098597.1","Mir6418","ENSMUSG00000029713","Gnb2 (Mir6418)"
"410","ENSMUSG00000029730.16","Mcm7","ENSMUSG00000065394.1","Mir25","ENSMUSG00000029730","Mcm7 (Mir25)"
"411","ENSMUSG00000029730.16","Mcm7","ENSMUSG00000065527.1","Mir93","ENSMUSG00000029730","Mcm7 (Mir93)"
"412","ENSMUSG00000029730.16","Mcm7","ENSMUSG00000065514.1","Mir106b","ENSMUSG00000029730","Mcm7 (Mir106b)"
"413","ENSMUSG00000053553.11","3110082I17Rik","ENSMUSG00000065593.1","Mir339","ENSMUSG00000053553","3110082I17Rik (Mir339)"
"414","ENSMUSG00000029547.10","Ints1","ENSMUSG00000098574.1","Mir7037","ENSMUSG00000029547","Ints1 (Mir7037)"
"415","ENSMUSG00000056076.13","Eif3b","ENSMUSG00000098319.1","Mir7038","ENSMUSG00000056076","Eif3b (Mir7038)"
"416","ENSMUSG00000038780.14","Smurf1","ENSMUSG00000098822.1","Mir7039","ENSMUSG00000038780","Smurf1 (Mir7039)"
"417","ENSMUSG00000023964.15","Calcr","ENSMUSG00000076357.2","Mir653","ENSMUSG00000023964","Calcr (Mir653)"
"418","ENSMUSG00000023964.15","Calcr","ENSMUSG00000070107.1","Mir489","ENSMUSG00000023964","Calcr (Mir489)"
"419","ENSMUSG00000029563.16","Foxp2","ENSMUSG00000093317.1","Gm25470","ENSMUSG00000029563","Foxp2 (Gm25470)"
"420","ENSMUSG00000000416.16","Cttnbp2","ENSMUSG00000093271.1","Gm26233","ENSMUSG00000000416","Cttnbp2 (Gm26233)"
"421","ENSMUSG00000024211.15","Grm8","ENSMUSG00000076067.1","Mir592","ENSMUSG00000024211","Grm8 (Mir592)"
"422","ENSMUSG00000092090.2","Gm3294","ENSMUSG00000065469.1","Mir129-1","ENSMUSG00000092090","Gm3294 (Mir129-1)"
"423","ENSMUSG00000029701.15","Rbm28","ENSMUSG00000095596.1","Gm24303","ENSMUSG00000029701","Rbm28 (Gm24303)"
"424","ENSMUSG00000029769.16","Ccdc136","ENSMUSG00000092956.1","Gm26220","ENSMUSG00000029769","Ccdc136 (Gm26220)"
"425","ENSMUSG00000045709.10","Smkr-ps","ENSMUSG00000095989.1","Gm23049","ENSMUSG00000045709","Smkr-ps (Gm23049)"
"426","ENSMUSG00000051855.15","Mest","ENSMUSG00000065501.1","Mir335","ENSMUSG00000051855","Mest (Mir335)"
"427","ENSMUSG00000029840.8","Mtpn","ENSMUSG00000095986.1","Gm23053","ENSMUSG00000029840","Mtpn (Gm23053)"
"428","ENSMUSG00000045613.9","Chrm2","ENSMUSG00000070075.1","Mir490","ENSMUSG00000045613","Chrm2 (Mir490)"
"429","ENSMUSG00000038538.17","Ubn2","ENSMUSG00000098285.1","Mir7670","ENSMUSG00000038538","Ubn2 (Mir7670)"
"430","ENSMUSG00000025823.9","Pdia4","ENSMUSG00000076060.1","Mir704","ENSMUSG00000025823","Pdia4 (Mir704)"
"431","ENSMUSG00000085776.8","5430402O13Rik","ENSMUSG00000099221.1","Mir6371","ENSMUSG00000085776","5430402O13Rik (Mir6371)"
"432","ENSMUSG00000038227.15","Hoxa9","ENSMUSG00000065443.1","Mir196b","ENSMUSG00000038227","Hoxa9 (Mir196b)"
"433","ENSMUSG00000004347.16","Pde1c","ENSMUSG00000106152.1","Gm44413","ENSMUSG00000004347","Pde1c (Gm44413)"
"434","ENSMUSG00000092746.2","Rn7s6","ENSMUSG00000104690.1","Gm47304","ENSMUSG00000092746","Rn7s6 (Gm47304)"
"435","ENSMUSG00000000693.10","Loxl3","ENSMUSG00000099035.1","Mir7040","ENSMUSG00000000693","Loxl3 (Mir7040)"
"436","ENSMUSG00000034832.15","Tet3","ENSMUSG00000099045.1","Mir6374","ENSMUSG00000034832","Tet3 (Mir6374)"
"437","ENSMUSG00000051343.11","Rab11fip5","ENSMUSG00000076012.1","Mir705","ENSMUSG00000051343","Rab11fip5 (Mir705)"
"438","ENSMUSG00000051262.9","Nat8f3","ENSMUSG00000098691.1","Gm27317","ENSMUSG00000051262","Nat8f3 (Gm27317)"
"439","ENSMUSG00000034312.14","Iqsec1","ENSMUSG00000093052.2","Gm24816","ENSMUSG00000034312","Iqsec1 (Gm24816)"
"440","ENSMUSG00000030029.14","Lrig1","ENSMUSG00000098531.1","Mir7041","ENSMUSG00000030029","Lrig1 (Mir7041)"
"441","ENSMUSG00000030067.17","Foxp1","ENSMUSG00000105902.1","Gm49348","ENSMUSG00000030067","Foxp1 (Gm49348)"
"442","ENSMUSG00000030067.17","Foxp1","ENSMUSG00000088699.1","Gm22328","ENSMUSG00000030067","Foxp1 (Gm22328)"
"443","ENSMUSG00000030068.4","Gm20696","ENSMUSG00000088699.1","Gm22328","ENSMUSG00000030068","Gm20696 (Gm22328)"
"444","ENSMUSG00000030102.11","Itpr1","ENSMUSG00000105697.1","Mir7661","ENSMUSG00000030102","Itpr1 (Mir7661)"
"445","ENSMUSG00000030286.6","Emc3","ENSMUSG00000092760.1","Gm23365","ENSMUSG00000030286","Emc3 (Gm23365)"
"446","ENSMUSG00000056952.13","Tatdn2","ENSMUSG00000106581.1","Mir7042","ENSMUSG00000056952","Tatdn2 (Mir7042)"
"447","ENSMUSG00000030319.8","Cand2","ENSMUSG00000099163.1","Mir7660","ENSMUSG00000030319","Cand2 (Mir7660)"
"448","ENSMUSG00000042129.8","Rassf4","ENSMUSG00000098334.1","Mir7043","ENSMUSG00000042129","Rassf4 (Mir7043)"
"449","ENSMUSG00000004988.9","Fxyd4","ENSMUSG00000093105.1","Gm25535","ENSMUSG00000004988","Fxyd4 (Gm25535)"
"450","ENSMUSG00000030134.11","Rasgef1a","ENSMUSG00000098583.1","Mir7044","ENSMUSG00000030134","Rasgef1a (Mir7044)"
"451","ENSMUSG00000045962.16","Wnk1","ENSMUSG00000076217.1","Mir706","ENSMUSG00000045962","Wnk1 (Mir706)"
"452","ENSMUSG00000019210.10","Atp6v1e1","ENSMUSG00000093409.1","Gm25193","ENSMUSG00000019210","Atp6v1e1 (Gm25193)"
"453","ENSMUSG00000101397.6","Mug-ps1","ENSMUSG00000098864.1","Gm27703","ENSMUSG00000101397","Mug-ps1 (Gm27703)"
"454","ENSMUSG00000003154.15","Foxj2","ENSMUSG00000106580.1","Mir7231","ENSMUSG00000003154","Foxj2 (Mir7231)"
"455","ENSMUSG00000087327.1","Gm15884","ENSMUSG00000065474.1","Mir141","ENSMUSG00000087327","Gm15884 (Mir141)"
"456","ENSMUSG00000087327.1","Gm15884","ENSMUSG00000065462.3","Mir200c","ENSMUSG00000087327","Gm15884 (Mir200c)"
"457","ENSMUSG00000063870.12","Chd4","ENSMUSG00000098762.1","Mir7045","ENSMUSG00000063870","Chd4 (Mir7045)"
"458","ENSMUSG00000030335.6","Mrpl51","ENSMUSG00000093157.1","Mir3098","ENSMUSG00000030335","Mrpl51 (Mir3098)"
"459","ENSMUSG00000030336.14","Cd27","ENSMUSG00000098856.1","Mir8113","ENSMUSG00000030336","Cd27 (Mir8113)"
"460","ENSMUSG00000030352.14","Tspan9","ENSMUSG00000076327.1","Gm26338","ENSMUSG00000030352","Tspan9 (Gm26338)"
"461","ENSMUSG00000085786.1","Gm15987","ENSMUSG00000098359.1","Mir7649","ENSMUSG00000085786","Gm15987 (Mir7649)"
"462","ENSMUSG00000094113.7","5430401F13Rik","ENSMUSG00000077015.1","Gm22190","ENSMUSG00000094113","5430401F13Rik (Gm22190)"
"463","ENSMUSG00000107950.1","Gm6375","ENSMUSG00000093148.1","Gm23375","ENSMUSG00000107950","Gm6375 (Gm23375)"
"464","ENSMUSG00000086239.1","Gm14329","ENSMUSG00000089263.1","Gm22892","ENSMUSG00000086239","Gm14329 (Gm22892)"
"465","ENSMUSG00000096299.3","Gm21814","ENSMUSG00000094467.1","Gm24307","ENSMUSG00000096299","Gm21814 (Gm24307)"
"466","ENSMUSG00000078817.4","Nlrp12","ENSMUSG00000104747.1","Mir292b","ENSMUSG00000078817","Nlrp12 (Mir292b)"
"467","ENSMUSG00000053395.15","Cacng8","ENSMUSG00000094210.1","Gm23450","ENSMUSG00000053395","Cacng8 (Gm23450)"
"468","ENSMUSG00000035632.16","Cnot3","ENSMUSG00000093290.1","Mir3572","ENSMUSG00000035632","Cnot3 (Mir3572)"
"469","ENSMUSG00000078810.4","Gp6","ENSMUSG00000096075.1","Gm25349","ENSMUSG00000078810","Gp6 (Gm25349)"
"470","ENSMUSG00000078810.4","Gp6","ENSMUSG00000095246.1","Gm24752","ENSMUSG00000078810","Gp6 (Gm24752)"
"471","ENSMUSG00000008435.15","Rdh13","ENSMUSG00000077965.1","Gm24605","ENSMUSG00000008435","Rdh13 (Gm24605)"
"472","ENSMUSG00000035429.13","Ptprh","ENSMUSG00000077138.2","Gm23577","ENSMUSG00000035429","Ptprh (Gm23577)"
"473","ENSMUSG00000109495.1","Gm47692","ENSMUSG00000092953.1","Gm26217","ENSMUSG00000109495","Gm47692 (Gm26217)"
"474","ENSMUSG00000051527.11","Usp29","ENSMUSG00000092815.1","Mir3099","ENSMUSG00000051527","Usp29 (Mir3099)"
"475","ENSMUSG00000030409.15","Dmpk","ENSMUSG00000092659.1","Mir3100","ENSMUSG00000030409","Dmpk (Mir3100)"
"476","ENSMUSG00000040811.15","Eml2","ENSMUSG00000065543.1","Mir330","ENSMUSG00000040811","Eml2 (Mir330)"
"477","ENSMUSG00000030400.17","Ercc2","ENSMUSG00000076315.2","Mir343","ENSMUSG00000030400","Ercc2 (Mir343)"
"478","ENSMUSG00000015721.18","Nlrp5","ENSMUSG00000095946.1","Gm25196","ENSMUSG00000015721","Nlrp5 (Gm25196)"
"479","ENSMUSG00000003380.11","Rabac1","ENSMUSG00000098802.1","Mir7046","ENSMUSG00000003380","Rabac1 (Mir7046)"
"480","ENSMUSG00000040907.15","Atp1a3","ENSMUSG00000099258.1","Mir7047","ENSMUSG00000040907","Atp1a3 (Mir7047)"
"481","ENSMUSG00000008496.19","Pou2f2","ENSMUSG00000098441.1","Mir6537","ENSMUSG00000008496","Pou2f2 (Mir6537)"
"482","ENSMUSG00000054499.9","Dedd2","ENSMUSG00000098325.1","Mir7048","ENSMUSG00000054499","Dedd2 (Mir7048)"
"483","ENSMUSG00000090467.3","Gm4613","ENSMUSG00000076445.1","Gm24865","ENSMUSG00000090467","Gm4613 (Gm24865)"
"484","ENSMUSG00000053291.15","Rab4b","ENSMUSG00000093348.1","Mir3101","ENSMUSG00000053291","Rab4b (Mir3101)"
"485","ENSMUSG00000095538.1","Gm21983","ENSMUSG00000093348.1","Mir3101","ENSMUSG00000095538","Gm21983 (Mir3101)"
"486","ENSMUSG00000078786.9","BC024978","ENSMUSG00000080533.1","Mir1191","ENSMUSG00000078786","BC024978 (Mir1191)"
"487","ENSMUSG00000109336.1","Samd4b","ENSMUSG00000098558.1","Mir7049","ENSMUSG00000109336","Samd4b (Mir7049)"
"488","ENSMUSG00000030602.13","Pak4","ENSMUSG00000098558.1","Mir7049","ENSMUSG00000030602","Pak4 (Mir7049)"
"489","ENSMUSG00000030592.18","Ryr1","ENSMUSG00000089219.1","Mir1963","ENSMUSG00000030592","Ryr1 (Mir1963)"
"490","ENSMUSG00000046185.10","Zfp84","ENSMUSG00000089139.1","Mir1964","ENSMUSG00000046185","Zfp84 (Mir1964)"
"491","ENSMUSG00000036854.14","Hspb6","ENSMUSG00000106236.1","Gm38670","ENSMUSG00000036854","Hspb6 (Gm38670)"
"492","ENSMUSG00000009687.14","Fxyd5","ENSMUSG00000098783.1","Mir7050","ENSMUSG00000009687","Fxyd5 (Mir7050)"
"493","ENSMUSG00000004610.4","Etfb","ENSMUSG00000099210.1","Mir7051","ENSMUSG00000004610","Etfb (Mir7051)"
"494","ENSMUSG00000107482.2","Gm45233","ENSMUSG00000099210.1","Mir7051","ENSMUSG00000107482","Gm45233 (Mir7051)"
"495","ENSMUSG00000038695.13","Josd2","ENSMUSG00000098661.1","Mir7052","ENSMUSG00000038695","Josd2 (Mir7052)"
"496","ENSMUSG00000038644.14","Pold1","ENSMUSG00000099330.1","Mir7053","ENSMUSG00000038644","Pold1 (Mir7053)"
"497","ENSMUSG00000011096.17","Akt1s1","ENSMUSG00000076051.1","Mir707","ENSMUSG00000011096","Akt1s1 (Mir707)"
"498","ENSMUSG00000038406.17","Scaf1","ENSMUSG00000098839.1","Mir7054","ENSMUSG00000038406","Scaf1 (Mir7054)"
"499","ENSMUSG00000074129.14","Rpl13a","ENSMUSG00000105913.1","Mir5121","ENSMUSG00000074129","Rpl13a (Mir5121)"
"500","ENSMUSG00000089989.10","Gm45713","ENSMUSG00000105913.1","Mir5121","ENSMUSG00000089989","Gm45713 (Mir5121)"
"501","ENSMUSG00000070570.5","Slc17a7","ENSMUSG00000106470.1","Mir7055","ENSMUSG00000070570","Slc17a7 (Mir7055)"
"502","ENSMUSG00000050708.16","Ftl1","ENSMUSG00000076036.1","Gm22133","ENSMUSG00000050708","Ftl1 (Gm22133)"
"503","ENSMUSG00000030854.17","Ptpn5","ENSMUSG00000098960.1","Mir7056","ENSMUSG00000030854","Ptpn5 (Mir7056)"
"504","ENSMUSG00000033676.13","Gabrb3","ENSMUSG00000099203.1","Mir6389","ENSMUSG00000033676","Gabrb3 (Mir6389)"
"505","ENSMUSG00000109394.2","A230057D06Rik","ENSMUSG00000095010.1","Gm23490","ENSMUSG00000109394","A230057D06Rik (Gm23490)"
"506","ENSMUSG00000109394.2","A230057D06Rik","ENSMUSG00000093019.1","Gm22466","ENSMUSG00000109394","A230057D06Rik (Gm22466)"
"507","ENSMUSG00000109394.2","A230057D06Rik","ENSMUSG00000095292.1","Mir344d-3","ENSMUSG00000109394","A230057D06Rik (Mir344d-3)"
"508","ENSMUSG00000109394.2","A230057D06Rik","ENSMUSG00000092997.1","Gm23917","ENSMUSG00000109394","A230057D06Rik (Gm23917)"
"509","ENSMUSG00000109394.2","A230057D06Rik","ENSMUSG00000077869.1","Mir344e","ENSMUSG00000109394","A230057D06Rik (Mir344e)"
"510","ENSMUSG00000109394.2","A230057D06Rik","ENSMUSG00000094173.1","Mir344h-1","ENSMUSG00000109394","A230057D06Rik (Mir344h-1)"
"511","ENSMUSG00000109394.2","A230057D06Rik","ENSMUSG00000096189.1","Mir344h-2","ENSMUSG00000109394","A230057D06Rik (Mir344h-2)"
"512","ENSMUSG00000109394.2","A230057D06Rik","ENSMUSG00000093170.1","Gm23873","ENSMUSG00000109394","A230057D06Rik (Gm23873)"
"513","ENSMUSG00000109394.2","A230057D06Rik","ENSMUSG00000092921.1","Mir344b","ENSMUSG00000109394","A230057D06Rik (Mir344b)"
"514","ENSMUSG00000109394.2","A230057D06Rik","ENSMUSG00000077107.1","Mir344c","ENSMUSG00000109394","A230057D06Rik (Mir344c)"
"515","ENSMUSG00000109394.2","A230057D06Rik","ENSMUSG00000065568.1","Mir344","ENSMUSG00000109394","A230057D06Rik (Mir344)"
"516","ENSMUSG00000109321.1","A330076H08Rik","ENSMUSG00000093187.1","Mir344-2","ENSMUSG00000109321","A330076H08Rik (Mir344-2)"
"517","ENSMUSG00000030523.18","Trpm1","ENSMUSG00000065585.1","Mir211","ENSMUSG00000030523","Trpm1 (Mir211)"
"518","ENSMUSG00000030518.17","Fam189a1","ENSMUSG00000093212.1","Gm25249","ENSMUSG00000030518","Fam189a1 (Gm25249)"
"519","ENSMUSG00000015133.17","Lrrk1","ENSMUSG00000098353.1","Mir7057","ENSMUSG00000015133","Lrrk1 (Mir7057)"
"520","ENSMUSG00000108448.2","Gm21269","ENSMUSG00000105381.1","Mir7234","ENSMUSG00000108448","Gm21269 (Mir7234)"
"521","ENSMUSG00000097023.8","Mir9-3hg","ENSMUSG00000093238.1","Mir9-3","ENSMUSG00000097023","Mir9-3hg (Mir9-3)"
"522","ENSMUSG00000097277.7","2900076A07Rik","ENSMUSG00000104618.1","Mir1839","ENSMUSG00000097277","2900076A07Rik (Mir1839)"
"523","ENSMUSG00000092197.1","Gm20480","ENSMUSG00000076389.1","Gm23192","ENSMUSG00000092197","Gm20480 (Gm23192)"
"524","ENSMUSG00000039428.11","Tmem135","ENSMUSG00000094780.1","Gm24659","ENSMUSG00000039428","Tmem135 (Gm24659)"
"525","ENSMUSG00000039428.11","Tmem135","ENSMUSG00000096631.1","Gm22171","ENSMUSG00000039428","Tmem135 (Gm22171)"
"526","ENSMUSG00000048078.16","Tenm4","ENSMUSG00000076143.1","Mir708","ENSMUSG00000048078","Tenm4 (Mir708)"
"527","ENSMUSG00000048078.16","Tenm4","ENSMUSG00000099030.1","Mir6394","ENSMUSG00000048078","Tenm4 (Mir6394)"
"528","ENSMUSG00000018909.15","Arrb1","ENSMUSG00000065571.1","Mir326","ENSMUSG00000018909","Arrb1 (Mir326)"
"529","ENSMUSG00000032875.8","Arhgef17","ENSMUSG00000093296.1","Mir3102","ENSMUSG00000032875","Arhgef17 (Mir3102)"
"530","ENSMUSG00000030653.17","Gm45837","ENSMUSG00000065446.1","Mir139","ENSMUSG00000030653","Gm45837 (Mir139)"
"531","ENSMUSG00000110195.1","Pde2a","ENSMUSG00000065446.1","Mir139","ENSMUSG00000110195","Pde2a (Mir139)"
"532","ENSMUSG00000030649.18","Anapc15","ENSMUSG00000093388.1","Gm22655","ENSMUSG00000030649","Anapc15 (Gm22655)"
"533","ENSMUSG00000058976.4","Usp17lc","ENSMUSG00000080367.1","Gm25774","ENSMUSG00000058976","Usp17lc (Gm25774)"
"534","ENSMUSG00000073946.5","Olfr617","ENSMUSG00000096906.1","Gm26506","ENSMUSG00000073946","Olfr617 (Gm26506)"
"535","ENSMUSG00000046364.14","Rpl27a","ENSMUSG00000105232.1","Gm47284","ENSMUSG00000046364","Rpl27a (Gm47284)"
"536","ENSMUSG00000005686.17","Ampd3","ENSMUSG00000106468.1","Gm47282","ENSMUSG00000005686","Ampd3 (Gm47282)"
"537","ENSMUSG00000055320.17","Tead1","ENSMUSG00000106046.1","Gm44462","ENSMUSG00000055320","Tead1 (Gm44462)"
"538","ENSMUSG00000108401.1","Rpl19-ps10","ENSMUSG00000099211.1","Gm27684","ENSMUSG00000108401","Rpl19-ps10 (Gm27684)"
"539","ENSMUSG00000030742.7","Lat","ENSMUSG00000099017.1","Mir7058","ENSMUSG00000030742","Lat (Mir7058)"
"540","ENSMUSG00000030720.16","Cln3","ENSMUSG00000098540.1","Mir7059","ENSMUSG00000030720","Cln3 (Mir7059)"
"541","ENSMUSG00000042423.9","Fbrs","ENSMUSG00000098267.1","Mir7060","ENSMUSG00000042423","Fbrs (Mir7060)"
"542","ENSMUSG00000042423.9","Fbrs","ENSMUSG00000105918.1","Gm47278","ENSMUSG00000042423","Fbrs (Gm47278)"
"543","ENSMUSG00000030780.15","BC017158","ENSMUSG00000093215.1","Mir3103","ENSMUSG00000030780","BC017158 (Mir3103)"
"544","ENSMUSG00000108600.1","Gm32884","ENSMUSG00000080363.1","Gm25778","ENSMUSG00000108600","Gm32884 (Gm25778)"
"545","ENSMUSG00000040268.17","Plekha1","ENSMUSG00000104914.1","Mir7061","ENSMUSG00000040268","Plekha1 (Mir7061)"
"546","ENSMUSG00000054555.11","Adam12","ENSMUSG00000093032.1","Gm23631","ENSMUSG00000054555","Adam12 (Gm23631)"
"547","ENSMUSG00000041836.10","Ptpre","ENSMUSG00000088141.1","Mir1962","ENSMUSG00000041836","Ptpre (Mir1962)"
"548","ENSMUSG00000085354.1","Gm2044","ENSMUSG00000105165.1","mmu-mir-7686","ENSMUSG00000085354","Gm2044 (mmu-mir-7686)"
"549","ENSMUSG00000085354.1","Gm2044","ENSMUSG00000065502.1","Mir202","ENSMUSG00000085354","Gm2044 (Mir202)"
"550","ENSMUSG00000025473.16","Adam8","ENSMUSG00000099092.1","Mir7062","ENSMUSG00000025473","Adam8 (Mir7062)"
"551","ENSMUSG00000002957.11","Ap2a2","ENSMUSG00000098759.1","Mir7063","ENSMUSG00000002957","Ap2a2 (Mir7063)"
"552","ENSMUSG00000053046.16","Brsk2","ENSMUSG00000092652.1","Mir3104","ENSMUSG00000053046","Brsk2 (Mir3104)"
"553","ENSMUSG00000000031.16","H19","ENSMUSG00000076275.1","Mir675","ENSMUSG00000000031","H19 (Mir675)"
"554","ENSMUSG00000048583.16","Igf2","ENSMUSG00000070140.1","Mir483","ENSMUSG00000048583","Igf2 (Mir483)"
"555","ENSMUSG00000115302.1","Gm49394","ENSMUSG00000070140.1","Mir483","ENSMUSG00000115302","Gm49394 (Mir483)"
"556","ENSMUSG00000010755.17","Cars","ENSMUSG00000098593.1","Mir7064","ENSMUSG00000010755","Cars (Mir7064)"
"557","ENSMUSG00000037541.21","Shank2","ENSMUSG00000093221.1","Mir3105","ENSMUSG00000037541","Shank2 (Mir3105)"
"558","ENSMUSG00000040459.11","Arglu1","ENSMUSG00000098917.1","Mir7654","ENSMUSG00000040459","Arglu1 (Mir7654)"
"559","ENSMUSG00000079157.4","Fam155a","ENSMUSG00000105098.1","Gm47312","ENSMUSG00000079157","Fam155a (Gm47312)"
"560","ENSMUSG00000031508.14","Ankrd10","ENSMUSG00000104958.1","Mir7238","ENSMUSG00000031508","Ankrd10 (Mir7238)"
"561","ENSMUSG00000047935.17","Sox1ot","ENSMUSG00000092656.1","Gm25239","ENSMUSG00000047935","Sox1ot (Gm25239)"
"562","ENSMUSG00000096014.1","Sox1","ENSMUSG00000092656.1","Gm25239","ENSMUSG00000096014","Sox1 (Gm25239)"
"563","ENSMUSG00000031442.20","Mcf2l","ENSMUSG00000105030.1","Gm38671","ENSMUSG00000031442","Mcf2l (Gm38671)"
"564","ENSMUSG00000031446.14","Cul4a","ENSMUSG00000098532.1","Mir7065","ENSMUSG00000031446","Cul4a (Mir7065)"
"565","ENSMUSG00000038515.10","Grtp1","ENSMUSG00000088054.1","Mir1968","ENSMUSG00000038515","Grtp1 (Mir1968)"
"566","ENSMUSG00000047710.8","Champ1","ENSMUSG00000104767.1","Gm47277","ENSMUSG00000047710","Champ1 (Gm47277)"
"567","ENSMUSG00000047495.15","Dlgap2","ENSMUSG00000106670.1","Gm44347","ENSMUSG00000047495","Dlgap2 (Gm44347)"
"568","ENSMUSG00000060924.15","Csmd1","ENSMUSG00000093142.1","Mir3106","ENSMUSG00000060924","Csmd1 (Mir3106)"
"569","ENSMUSG00000081094.4","Rpl19-ps11","ENSMUSG00000098798.1","Gm27288","ENSMUSG00000081094","Rpl19-ps11 (Gm27288)"
"570","ENSMUSG00000031543.18","Ank1","ENSMUSG00000070084.3","Mir486","ENSMUSG00000031543","Ank1 (Mir486)"
"571","ENSMUSG00000086741.1","Gm15816","ENSMUSG00000106471.1","Mir3107","ENSMUSG00000086741","Gm15816 (Mir3107)"
"572","ENSMUSG00000065954.11","Tacc1","ENSMUSG00000099142.1","Mir8108","ENSMUSG00000065954","Tacc1 (Mir8108)"
"573","ENSMUSG00000110333.1","Gm45861","ENSMUSG00000104743.1","Gm44493","ENSMUSG00000110333","Gm45861 (Gm44493)"
"574","ENSMUSG00000074404.6","Gm1698","ENSMUSG00000104743.1","Gm44493","ENSMUSG00000074404","Gm1698 (Gm44493)"
"575","ENSMUSG00000039539.13","Sgcz","ENSMUSG00000065457.3","Mir383","ENSMUSG00000039539","Sgcz (Mir383)"
"576","ENSMUSG00000031603.14","Fgf20","ENSMUSG00000098431.1","Mir7666","ENSMUSG00000031603","Fgf20 (Mir7666)"
"577","ENSMUSG00000074978.4","Actg-ps1","ENSMUSG00000092897.1","Gm23812","ENSMUSG00000074978","Actg-ps1 (Gm23812)"
"578","ENSMUSG00000038206.13","Fbxo8","ENSMUSG00000076392.1","Gm25992","ENSMUSG00000038206","Fbxo8 (Gm25992)"
"579","ENSMUSG00000074300.4","BC030870","ENSMUSG00000092842.1","Gm24333","ENSMUSG00000074300","BC030870 (Gm24333)"
"580","ENSMUSG00000109620.1","Gm48810","ENSMUSG00000092842.1","Gm24333","ENSMUSG00000109620","Gm48810 (Gm24333)"
"581","ENSMUSG00000002341.8","Ncan","ENSMUSG00000099042.1","Mir7066","ENSMUSG00000002341","Ncan (Mir7066)"
"582","ENSMUSG00000045128.9","Rpl18a","ENSMUSG00000098710.1","Mir7067","ENSMUSG00000045128","Rpl18a (Mir7067)"
"583","ENSMUSG00000110554.1","Gm35256","ENSMUSG00000098594.1","Gm27628","ENSMUSG00000110554","Gm35256 (Gm27628)"
"584","ENSMUSG00000034799.16","Unc13a","ENSMUSG00000098976.1","Mir6769b","ENSMUSG00000034799","Unc13a (Mir6769b)"
"585","ENSMUSG00000052488.7","Cherp","ENSMUSG00000099079.1","Mir7068","ENSMUSG00000052488","Cherp (Mir7068)"
"586","ENSMUSG00000045248.6","Med26","ENSMUSG00000094041.1","Gm28019","ENSMUSG00000045248","Med26 (Gm28019)"
